outlet_id,outlet_name,outlet_type,territory_id,distributor_id,rep_id,city,tier,revenue_30d,orders_30d,avg_order_value_30d,revenue_previous_30d,orders_previous_30d,revenue_growth_30d,order_frequency_growth_30d,revenue_gap_vs_previous_30d,order_frequency_gap,last_order_date,days_since_last_order,active_skus_90d,category_count_90d,subcategory_count_90d,visits_30d,productive_visits_30d,avg_visit_duration_30d,productive_call_rate_30d,visits_per_week_30d,inventory_snapshots_90d,stockout_events_90d,avg_closing_stock_90d,stockout_rate_90d,current_month_revenue,revenue_target,target_achievement_pct,revenue_per_visit_30d,peer_group,peer_median_revenue_30d,revenue_index_vs_peer,revenue_growth_gap_vs_peer,inactive_30d_flag,declining_revenue_flag,high_stockout_flag,under_target_flag
24,Datta Retail,Pharmacy,12,8,19,Bhubaneswar,B,4254.4400000000005,3.0,1418.1466666666668,7218.4400000000005,2.0,-0.41061503593574233,0.5,2964.0,-1.0,2025-12-29,2,22.0,5.0,11.0,1.0,0.0,14.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,4254.4400000000005,33525.41,12.690195287693722,4254.4400000000005,12_B,6060.66,0.7019763524104636,-0.3094946576379689,0,1,0,1
25,Barman Traders,Supermarket,2,29,37,Nashik,A,29037.449999999997,6.0,4839.575,12475.59,3.0,1.3275412224992964,1.0,-16561.859999999997,-3.0,2025-12-26,5,34.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29037.449999999997,63507.62,45.72278098281749,0.0,2_A,21794.730000000003,1.332315197297695,1.1927675601186314,0,0,0,1
26,Morar Retail,Modern Trade,3,18,89,Hyderabad,B,3601.48,1.0,3601.48,14676.52,3.0,-0.754609403319043,-0.6666666666666666,11075.04,2.0,2025-12-15,16,27.0,5.0,11.0,3.0,2.0,31.333333333333332,0.6666666666666666,0.7000000000000001,0.0,0.0,0.0,0.0,3601.48,37351.7,9.642077870619008,1200.4933333333333,3_B,5507.8,0.6538872144958059,-0.515258474022268,0,1,0,1
27,Patla Supermarket,Supermarket,5,16,31,Lucknow,C,2671.23,2.0,1335.615,0.0,0.0,,,-2671.23,-2.0,2025-12-24,7,8.0,4.0,6.0,1.0,1.0,27.0,1.0,0.23333333333333334,0.0,0.0,0.0,0.0,2671.23,19067.16,14.009585066680094,2671.23,5_C,1965.2,1.3592662324445348,,0,0,0,1
28,Baral General Store,Convenience,5,33,51,Chandigarh,A,33563.82,5.0,6712.764,21990.08,4.0,0.5263164117638498,0.25,-11573.739999999998,-1.0,2025-12-31,0,43.0,5.0,14.0,3.0,0.0,34.333333333333336,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,33563.82,66611.92,50.38710789300174,11187.94,5_A,23936.755,1.402187556333346,0.5255574397775633,0,0,0,1
29,Parmar Retail,Modern Trade,10,15,100,Pune,C,7123.1,2.0,3561.55,4918.28,1.0,0.44829086591247364,1.0,-2204.8200000000006,-1.0,2025-12-06,25,16.0,5.0,9.0,7.0,5.0,26.714285714285715,0.7142857142857143,1.6333333333333333,0.0,0.0,0.0,0.0,12041.380000000001,17699.12,68.03377795054219,1017.5857142857143,10_C,1784.86,3.9908452203534175,0.6255255626704526,0,0,0,1
30,Kade General Store,Supermarket,8,14,97,Bhubaneswar,C,4583.73,1.0,4583.73,0.0,0.0,,,-4583.73,-1.0,2025-12-25,6,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4583.73,21011.96,21.814861631185288,0.0,8_C,1474.47,3.108730594722171,,0,0,0,1
31,Krish Retail,Supermarket,10,15,94,Pune,A,31609.57,4.0,7902.3925,17682.98,4.0,0.7875703077196264,0.0,-13926.59,0.0,2025-12-21,10,38.0,5.0,14.0,3.0,2.0,30.666666666666668,0.6666666666666666,0.7000000000000001,0.0,0.0,0.0,0.0,33416.14,69801.26,47.87326188667655,10536.523333333333,10_A,24727.44,1.2783195510736252,0.629370007058033,0,0,0,1
32,Chauhan Retail,Modern Trade,8,36,70,Patna,B,18066.92,6.0,3011.153333333333,15983.560000000001,5.0,0.13034392838641684,0.2,-2083.359999999997,-1.0,2025-12-30,1,35.0,5.0,14.0,1.0,0.0,37.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,18066.92,41335.39,43.70811549135015,18066.92,8_B,5652.47,3.1962876406243637,0.3109522453763185,0,0,0,1
33,Pandya Traders,General Trade,2,26,38,Ahmedabad,C,7351.57,3.0,2450.523333333333,2825.03,2.0,1.6022980286935002,0.5,-4526.539999999999,-1.0,2025-12-19,12,15.0,5.0,11.0,1.0,0.0,12.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,7351.57,17183.97,42.78155746314734,7351.57,2_C,1065.73,6.898154316759404,2.036122094101117,0,0,0,1
34,Ray Supermarket,Supermarket,9,3,93,Lucknow,C,381.25,1.0,381.25,4698.59,1.0,-0.9188586363142985,0.0,4317.34,0.0,2025-12-26,5,8.0,5.0,6.0,5.0,2.0,24.6,0.4,1.1666666666666667,0.0,0.0,0.0,0.0,381.25,21217.79,1.7968412355857986,76.25,9_C,1106.01,0.3447075523729442,-0.42396223443142345,0,1,0,1
35,Dubey Retail,Convenience,8,14,69,Kolkata,B,2605.19,1.0,2605.19,0.0,0.0,,,-2605.19,-1.0,2025-12-09,22,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2605.19,36753.58,7.088261878162617,0.0,8_B,5652.47,0.4608940870097497,,0,0,0,1
36,Khalsa Supermarket,Convenience,6,31,14,Pune,B,10311.23,4.0,2577.8075,39905.97,8.0,-0.7416118440423827,-0.5,29594.74,4.0,2025-12-23,8,39.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10311.23,40114.54,25.704470249440725,0.0,6_B,5118.745000000001,2.014405874877533,-0.47232278332077193,0,1,0,1
37,Gaba Retail,Pharmacy,2,29,9,Surat,C,615.5,1.0,615.5,668.8399999999999,2.0,-0.07975001495125879,-0.5,53.33999999999992,1.0,2025-12-25,6,7.0,3.0,3.0,2.0,2.0,30.0,1.0,0.4666666666666667,0.0,0.0,0.0,0.0,615.5,16730.83,3.6788372124993196,307.75,2_C,1065.73,0.5775384009082976,0.35407405045635787,0,0,0,1
38,Goel Mart,Convenience,4,1,39,Ranchi,A,30755.27,5.0,6151.054,21491.7,5.0,0.43103011860392615,0.0,-9263.57,0.0,2025-12-29,2,36.0,5.0,14.0,2.0,2.0,21.0,1.0,0.4666666666666667,0.0,0.0,0.0,0.0,30755.27,57271.18,53.70112856064778,15377.635,4_A,22237.399999999998,1.3830425319506778,0.36212987565794097,0,0,0,1
39,Sachar Mart,Pharmacy,4,13,96,Guwahati,B,7180.76,3.0,2393.5866666666666,863.92,1.0,7.311834429113808,2.0,-6316.84,-2.0,2025-12-29,2,21.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,218.34358974358975,0.0,7180.76,38529.87,18.63686537224237,0.0,4_B,5210.49,1.3781352617508142,7.503086357724761,0,0,0,1
40,Bakshi Retail,Modern Trade,12,19,53,Patna,A,43465.92,6.0,7244.32,39067.51,7.0,0.11258485631666815,-0.14285714285714285,-4398.409999999996,1.0,2025-12-28,3,37.0,5.0,15.0,3.0,2.0,30.666666666666668,0.6666666666666666,0.7000000000000001,0.0,0.0,0.0,0.0,43465.92,61906.37,70.21235456060498,14488.64,12_A,24540.835,1.7711671179892616,-0.017136665283269403,0,0,0,1
41,Gola Retail,General Trade,7,20,13,Hyderabad,B,0.0,0.0,0.0,12443.49,3.0,-1.0,-1.0,12443.49,3.0,2025-11-27,34,13.0,5.0,8.0,1.0,1.0,10.0,1.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,33519.98,0.0,0.0,7_B,6107.09,0.0,-0.780071977227084,1,1,0,1
42,Natarajan Supermarket,General Trade,12,19,59,Kolkata,C,1032.53,1.0,1032.53,11083.23,4.0,-0.9068385299231361,-0.75,10050.699999999999,3.0,2025-12-07,24,27.0,5.0,14.0,1.0,1.0,36.0,1.0,0.23333333333333334,0.0,0.0,0.0,0.0,1032.53,20536.29,5.027831219757804,1032.53,12_C,1525.54,0.6768291883529767,-0.3184033544742909,0,1,0,1
43,Sabharwal Supermarket,Modern Trade,9,11,73,Jaipur,A,13176.560000000001,3.0,4392.186666666667,13644.61,2.0,-0.03430292254597231,0.5,468.0499999999993,-1.0,2025-12-28,3,37.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13176.560000000001,58685.65,22.452780194136047,0.0,9_A,20504.7,0.6426116939043244,-0.14434977098929164,0,0,0,1
44,Kothari Supermarket,General Trade,10,32,43,Pune,C,0.0,0.0,0.0,5349.36,2.0,-1.0,-1.0,5349.36,2.0,2025-11-23,38,11.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,294.3333333333333,0.0,0.0,16808.46,0.0,0.0,10_C,1784.86,0.0,-0.822765303242021,1,1,0,1
45,Loke General Store,General Trade,8,36,70,Patna,C,5730.35,2.0,2865.175,1349.71,1.0,3.245615724859414,1.0,-4380.64,-1.0,2025-12-09,22,16.0,5.0,11.0,3.0,2.0,25.333333333333332,0.6666666666666666,0.7000000000000001,0.0,0.0,0.0,0.0,5730.35,19385.99,29.559233240087302,1910.1166666666668,8_C,1474.47,3.88637951263844,3.803360393788637,0,0,0,1
46,Dutta Retail,General Trade,8,36,76,Patna,A,12721.06,4.0,3180.265,22863.67,6.0,-0.44361250840306915,-0.3333333333333333,10142.609999999999,2.0,2025-12-25,6,45.0,5.0,14.0,2.0,2.0,13.0,1.0,0.4666666666666667,195.0,0.0,75.1948717948718,0.0,12721.06,56708.12,22.432519364069904,6360.53,8_A,21023.8,0.6050790056983039,-0.42495692650882944,0,1,0,1
47,Chokshi Retail,Convenience,4,13,96,Kolkata,B,9306.16,2.0,4653.08,2276.92,1.0,3.087170388068092,1.0,-7029.24,-1.0,2025-12-11,20,21.0,5.0,11.0,1.0,1.0,38.0,1.0,0.23333333333333334,195.0,0.0,208.56410256410257,0.0,9306.16,34812.07,26.73256718144023,9306.16,4_B,5210.49,1.786043155250274,3.2784223166790447,0,0,0,1
48,Raja Supermarket,Supermarket,7,28,79,Bengaluru,C,1682.99,1.0,1682.99,5124.0,2.0,-0.6715476190476191,-0.5,3441.01,1.0,2025-12-21,10,16.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4693.73,19582.11,23.96948030625913,0.0,7_C,1610.4699999999998,1.045030332760002,-0.22383323378415643,0,1,0,1
49,Barad General Store,Pharmacy,4,13,62,Ranchi,B,0.0,0.0,0.0,935.41,1.0,-1.0,-1.0,935.41,1.0,2025-11-26,35,8.0,5.0,7.0,3.0,2.0,22.0,0.6666666666666666,0.7000000000000001,195.0,0.0,207.7076923076923,0.0,0.0,34914.95,0.0,0.0,4_B,5210.49,0.0,-0.8087480713890469,1,1,0,1
50,Singhal Mart,Supermarket,5,16,42,Ludhiana,A,25586.78,4.0,6396.695,18700.39,3.0,0.36824846968432207,0.3333333333333333,-6886.389999999999,-1.0,2025-12-23,8,28.0,5.0,14.0,2.0,0.0,19.0,0.0,0.4666666666666667,195.0,0.0,80.73333333333333,0.0,25586.78,68942.8,37.11305604065979,12793.39,5_A,23936.755,1.0689326936754793,0.36748949769803557,0,0,0,1
51,Kapadia Traders,Convenience,1,17,49,Ludhiana,B,0.0,0.0,0.0,13458.65,4.0,-1.0,-1.0,13458.65,4.0,2025-11-28,33,20.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,211.3230769230769,0.0,0.0,32763.19,0.0,0.0,1_B,5467.655000000001,0.0,-0.997952761758501,1,1,0,1
52,Iyengar Mart,Pharmacy,7,20,84,Coimbatore,C,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2025-10-09,83,3.0,3.0,3.0,2.0,2.0,10.0,1.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,17159.45,0.0,0.0,7_C,1610.4699999999998,0.0,,1,0,0,1
53,Sharma General Store,Supermarket,12,19,59,Ranchi,B,6818.84,3.0,2272.9466666666667,3178.39,1.0,1.1453754888481276,2.0,-3640.4500000000003,-2.0,2025-12-28,3,11.0,5.0,8.0,4.0,3.0,14.0,0.75,0.9333333333333333,0.0,0.0,0.0,0.0,6818.84,39428.45,17.294212681452102,1704.71,12_B,6060.66,1.125098586622579,1.246495867145901,0,0,0,1
54,Palla General Store,General Trade,3,23,20,Kochi,A,47250.9,6.0,7875.150000000001,29245.92,7.0,0.6156407457860791,-0.14285714285714285,-18004.980000000003,1.0,2025-12-31,0,53.0,5.0,15.0,4.0,4.0,27.5,1.0,0.9333333333333333,0.0,0.0,0.0,0.0,50610.43,71776.69,70.51095557624627,11812.725,3_A,19782.739999999998,2.3884911796849178,0.5650328998136159,0,0,0,1
55,Mody Supermarket,Convenience,5,22,17,Ludhiana,A,25888.05,4.0,6472.0125,46301.34,6.0,-0.4408790328746425,-0.3333333333333333,20413.289999999997,2.0,2025-12-30,1,44.0,5.0,14.0,3.0,3.0,25.333333333333332,1.0,0.7000000000000001,0.0,0.0,0.0,0.0,25888.05,65436.7,39.56197363253342,8629.35,5_A,23936.755,1.0815187772945831,-0.44163800486092897,0,1,0,1
56,Kari General Store,Supermarket,6,25,86,Surat,C,4819.12,2.0,2409.56,1267.69,2.0,2.8014972114633703,0.0,-3551.43,0.0,2025-12-24,7,16.0,5.0,11.0,4.0,4.0,30.5,1.0,0.9333333333333333,0.0,0.0,0.0,0.0,4819.12,17160.8,28.082140692741596,1204.78,6_C,1535.8200000000002,3.1378156294357407,3.3113805516117227,0,0,0,1
57,Kapoor Traders,Modern Trade,6,25,65,Pune,A,18344.92,7.0,2620.702857142857,12338.83,5.0,0.4867633316935235,0.4,-6006.089999999998,-2.0,2025-12-31,0,37.0,5.0,13.0,5.0,4.0,24.6,0.8,1.1666666666666667,0.0,0.0,0.0,0.0,18344.92,66484.96,27.592586353364723,3668.9839999999995,6_A,21985.86,0.8343962892513642,0.4113638259231951,0,0,0,1
58,Bajwa Supermarket,Modern Trade,4,13,48,Kolkata,C,153.0,1.0,153.0,0.0,0.0,,,-153.0,-1.0,2025-12-29,2,1.0,1.0,1.0,1.0,0.0,17.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,153.0,16921.09,0.904197070046906,153.0,4_C,1263.49,0.12109316258933589,,0,0,0,1
59,Hans Retail,General Trade,7,28,79,Coimbatore,A,20439.13,4.0,5109.7825,18992.559999999998,5.0,0.07616508780280297,-0.2,-1446.5700000000033,1.0,2025-12-20,11,40.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20439.13,62963.86,32.461685163520784,0.0,7_A,22880.32,0.8933061250891596,0.08015140358444543,0,0,0,1
60,Rastogi Mart,Convenience,7,20,44,Hyderabad,A,14651.42,5.0,2930.284,14247.4,4.0,0.028357454693487966,0.25,-404.02000000000044,-1.0,2025-12-31,0,33.0,5.0,15.0,4.0,3.0,19.25,0.75,0.9333333333333333,0.0,0.0,0.0,0.0,14838.49,58400.85,25.408003479401415,3662.855,7_A,22880.32,0.6403503097858771,0.03234377047513043,0,0,0,1
61,Narasimhan Mart,Pharmacy,4,7,4,Kolkata,C,1008.64,1.0,1008.64,3737.0,2.0,-0.7300936580144501,-0.5,2728.36,1.0,2025-12-09,22,8.0,5.0,6.0,1.0,0.0,35.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,1008.64,19092.67,5.2828650995382,1008.64,4_C,1263.49,0.7982967811379591,-0.08167940163661025,0,1,0,1
62,Mallick Supermarket,Convenience,2,29,40,Ahmedabad,C,3612.87,2.0,1806.435,5574.62,3.0,-0.351907394584743,-0.3333333333333333,1961.75,1.0,2025-12-23,8,22.0,5.0,11.0,5.0,5.0,30.6,1.0,1.1666666666666667,0.0,0.0,0.0,0.0,3612.87,19807.22,18.24016696941822,722.574,2_C,1065.73,3.3900425060756474,0.08191667082287363,0,1,0,1
63,Boase General Store,Supermarket,8,14,97,Guwahati,A,8180.790000000001,2.0,4090.3950000000004,29764.37,4.0,-0.7251482225224319,-0.5,21583.579999999998,2.0,2025-12-04,27,35.0,5.0,13.0,1.0,0.0,25.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,12086.460000000001,68004.68,17.772982682956528,8180.790000000001,8_A,21023.8,0.3891204254226163,-0.7064926406281922,0,1,0,1
64,Mallick Supermarket,General Trade,7,28,57,Kochi,B,9693.26,2.0,4846.63,8573.68,2.0,0.13058336676899532,0.0,-1119.58,0.0,2025-12-09,22,37.0,5.0,14.0,1.0,0.0,16.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,9693.26,37523.59,25.832443004520627,9693.26,7_B,6107.09,1.587214205128793,0.3505113895419113,0,0,0,1
65,Panchal Retail,General Trade,12,8,87,Guwahati,B,27104.760000000002,6.0,4517.46,11283.09,4.0,1.4022461931970764,0.5,-15821.670000000002,-2.0,2025-12-19,12,54.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27104.760000000002,37833.09,71.64299823249965,0.0,12_B,6060.66,4.4722455970141874,1.5033665714948499,0,0,0,1
66,Upadhyay Mart,Modern Trade,4,7,1,Bhubaneswar,B,15938.199999999999,4.0,3984.5499999999997,3564.8100000000004,3.0,3.47098162314401,0.3333333333333333,-12373.39,-1.0,2025-12-24,7,21.0,5.0,11.0,5.0,4.0,23.4,0.8,1.1666666666666667,0.0,0.0,0.0,0.0,15938.199999999999,35813.25,44.50364041241719,3187.64,4_B,5210.49,3.0588677840279894,3.6622335517549627,0,0,0,1
